onset	duration	nwb_table	Run	TrialNumber	finger	hand	finger_type	cue_on_time	cue_off_time	go_on_time
29.258709000000003	258.91166666666663	epochs	0							
29.258709000000003	3.6402333333333274	trials	0	1.0	Lr	L	r	29.378709	30.478709000000002	31.778942333333333
32.89894233333334	5.100200000000001	trials	0	2.0	Rr	R	r	34.49894233333333	35.61894233333334	36.89914233333334
37.99914233333334	5.119	trials	0	3.0	Rt	R	t	39.59894233333333	40.699109	41.998142333333334
43.11814233333334	5.079999999999998	trials	0	4.0	Rp	R	p	44.71814233333333	45.818342333333334	47.088509
48.19814233333334	5.210366666666673	trials	0	5.0	Lp	L	p	49.798509	50.88837566666667	52.288509000000005
53.408509	5.228999999999999	trials	0	6.0	Lm	L	m	54.998509	56.108509	57.508509000000004
58.637508999999994	5.100200000000008	trials	0	7.0	Li	L	i	60.21750900000001	61.327509000000006	62.617709000000005
63.737708999999995	5.210000000000008	trials	0	8.0	Lt	L	t	65.31770900000001	66.42770900000001	67.837709
68.947709	5.010233333333332	trials	0	9.0	Ri	R	i	70.537709	71.63790900000001	72.837909
73.95794233333334	5.369200000000006	trials	0	10.0	Rm	R	m	75.558109	76.66694233333334	78.20694233333333
79.32714233333334	5.409999999999997	trials	0	11.0	Rm	R	m	80.907109	82.02714233333333	83.63737566666667
84.73714233333334	5.4302333333333195	trials	0	12.0	Li	L	i	86.337509	87.43734233333333	89.03737566666666
90.16737566666667	5.329133333333331	trials	0	13.0	Rt	R	t	91.767509	92.887509	94.376509
95.496509	5.200199999999995	trials	0	14.0	Lr	L	r	97.096509	98.196709	99.556709
100.696709	5.150000000000006	trials	0	15.0	Lm	L	m	102.286709	103.386709	104.736709
105.846709	5.100233333333321	trials	0	16.0	Lp	L	p	107.43494233333332	108.536709	109.836709
110.94694233333333	5.2690000000000055	trials	0	17.0	Rr	R	r	112.53594233333332	113.63594233333333	115.08594233333334
116.21594233333333	4.940200000000004	trials	0	18.0	Lt	L	t	117.83594233333334	118.93594233333333	120.036109
121.15614233333334	5.2102	trials	0	19.0	Ri	R	i	122.736109	123.836109	125.24637566666667
126.36634233333334	5.109166666666653	trials	0	20.0	Rp	R	p	127.95614233333333	129.05537566666666	130.365509
131.47550900000002	5.219999999999999	trials	0	21.0	Rr	R	r	133.055509	134.175509	135.575509
136.69550900000002	5.420199999999966	trials	0	22.0	Lm	L	m	138.295509	139.395509	140.995509
142.115709	4.999233333333336	trials	0	23.0	Lt	L	t	143.705709	144.815709	146.01467566666668
147.11494233333335	5.30019999999999	trials	0	24.0	Ri	R	i	148.734709	149.854709	151.30494233333334
152.41514233333334	5.059799999999996	trials	0	25.0	Rp	R	p	154.01514233333333	155.12494233333334	156.375109
157.47494233333333	5.170199999999994	trials	0	26.0	Rm	R	m	159.065109	160.16514233333334	161.52514233333332
162.64514233333333	4.969233333333335	trials	0	27.0	Rt	R	t	164.25414233333333	165.35414233333333	166.49414233333334
167.61437566666666	5.360133333333351	trials	0	28.0	Lr	L	r	169.20434233333333	170.30437566666666	171.874509
172.974509	5.359999999999985	trials	0	29.0	Lp	L	p	174.564709	175.674509	177.224509
178.334509	5.159633333333346	trials	0	30.0	Li	L	i	179.924509	181.023709	182.393909
183.49414233333334	5.209800000000001	trials	0	31.0	Rr	R	r	185.083709	186.19370899999998	187.593709
188.70394233333334	5.179999999999978	trials	0	32.0	Rm	R	m	190.30394233333334	191.42394233333334	192.78394233333333
193.88394233333332	5.269166666666678	trials	0	33.0	Lr	L	r	195.50414233333333	196.60394233333332	198.04414233333333
199.153109	5.200033333333323	trials	0	34.0	Lm	L	m	200.74314233333334	201.84314233333333	203.24314233333334
204.35314233333332	5.140800000000013	trials	0	35.0	Rp	R	p	205.97337566666667	207.08334233333332	208.38337566666667
209.49394233333334	5.249566666666652	trials	0	36.0	Rt	R	t	211.083509	212.183509	213.633509
214.743509	5.169200000000018	trials	0	37.0	Ri	R	i	216.352509	217.452509	218.822509
219.912709	5.090000000000003	trials	0	38.0	Lp	L	p	221.512709	222.622709	223.892709
225.002709	5.320799999999991	trials	0	39.0	Li	L	i	226.582709	227.692709	229.182909
230.323509	5.298633333333328	trials	0	40.0	Lt	L	t	231.93294233333333	233.04294233333334	234.48194233333334
235.62214233333333	5.400000000000006	trials	0	41.0	Rr	R	r	237.20214233333334	238.31214233333333	239.90214233333333
241.02214233333333	5.120233333333317	trials	0	42.0	Lr	L	r	242.62214233333333	243.72214233333332	245.02237566666668
246.14237566666665	5.299133333333344	trials	0	43.0	Lt	L	t	247.74250899999998	248.84234233333333	250.302509
251.441509	5.019999999999982	trials	0	44.0	Li	L	i	253.041509	254.14150899999999	255.341509
256.46150900000004	5.340433333333351	trials	0	45.0	Rp	R	p	258.061709	259.161509	260.66170900000003
261.80194233333333	5.430000000000007	trials	0	46.0	Lm	L	m	263.391709	264.491709	266.091909
267.23194233333334	5.198999999999955	trials	0	47.0	Ri	R	i	268.82094233333333	269.92094233333336	271.31094233333334
272.43094233333335	5.230200000000025	trials	0	48.0	Lp	L	p	274.04114233333337	275.150909	276.55114233333336
277.6611423333334	5.210566666666637	trials	0	49.0	Rm	R	m	279.26114233333334	280.351109	281.75114233333335
282.871709	5.298666666666634	trials	0	50.0	Rt	R	t	284.45114233333334	285.58134233333334	287.0603756666667
311.93876800000004	254.57139999999998	epochs	1							
311.93876800000004	3.490066666666621	trials	1	1.0	Lt	L	t	312.0186013333334	313.11860133333334	314.31880133333334
315.42883466666666	5.0101333333333855	trials	1	2.0	Lm	L	m	317.01896800000003	318.12896800000004	319.31896800000004
320.43896800000005	5.338999999999999	trials	1	3.0	Lr	L	r	322.017968	323.127968	324.688168
325.77796800000004	5.030199999999979	trials	1	4.0	Rr	R	r	327.388168	328.498168	329.698168
330.808168	5.420233333333329	trials	1	5.0	Rt	R	t	332.39840133333337	333.518168	335.10816800000003
336.22840133333335	5.209166666666647	trials	1	6.0	Rp	R	p	337.8184013333333	338.9375346666667	340.32740133333334
341.437568	5.2000333333333515	trials	1	7.0	Li	L	i	343.02740133333333	344.12760133333336	345.5476013333334
346.63760133333335	5.040233333333333	trials	1	8.0	Ri	R	i	348.2376013333334	349.34760133333333	350.5476013333334
351.6778346666667	5.049133333333373	trials	1	9.0	Lp	L	p	353.26640133333336	354.3678346666667	355.607968
356.726968	5.1100000000000705	trials	1	10.0	Rm	R	m	358.31696800000003	359.42696800000004	360.74716800000004
361.836968	5.240200000000016	trials	1	11.0	Lm	L	m	363.42696800000004	364.536968	365.93716800000004
367.07716800000003	5.199999999999989	trials	1	12.0	Lr	L	r	368.667168	369.777168	371.167168
372.277168	4.909233333333361	trials	1	13.0	Lt	L	t	373.88640133333337	374.97616800000003	376.07640133333337
377.1864013333334	5.160166666666612	trials	1	14.0	Rp	R	p	378.78640133333334	379.88640133333337	381.23640133333333
382.34656800000005	5.090033333333281	trials	1	15.0	Lp	L	p	383.93660133333333	385.05660133333333	386.30660133333333
