onset	duration	nwb_table	Run	TrialNumber	finger	hand	finger_type	cue_on_time	cue_off_time	go_on_time
28.046256333333332	255.12179999999998	epochs	0							
28.046256333333332	3.530000000000001	trials	0	1.0	Lm	L	m	28.216256333333334	29.316223	30.426256333333335
31.576256333333333	5.229366666666664	trials	0	2.0	Li	L	i	33.166623	34.26645633333333	35.66648966666666
36.805623	5.150000000000006	trials	0	3.0	Rr	R	r	38.395623	39.495622999999995	40.845623
41.955623	4.930199999999992	trials	0	4.0	Ri	R	i	43.545623	44.655623	45.765823
46.885823	5.330199999999991	trials	0	5.0	Lp	L	p	48.475823	49.585823000000005	51.095822999999996
52.216023	5.189233333333327	trials	0	6.0	Lt	L	t	53.814823000000004	54.934822999999994	56.28505633333333
57.40525633333333	5.059800000000003	trials	0	7.0	Rp	R	p	58.999823000000006	60.115256333333335	61.34505633333333
62.46505633333334	5.29043333333334	trials	0	8.0	Rt	R	t	64.06525633333334	65.17525633333334	66.62525633333334
67.75548966666666	4.949133333333336	trials	0	9.0	Lr	L	r	69.33525633333333	70.42545633333333	71.57445633333333
72.704623	5.300000000000011	trials	0	10.0	Rm	R	m	74.284623	75.394623	76.884623
78.004623	5.220199999999991	trials	0	11.0	Rr	R	r	79.604623	80.714623	82.10478966666666
83.224823	5.320233333333334	trials	0	12.0	Rt	R	t	84.804823	85.914823	87.41305633333333
88.54505633333333	4.968999999999994	trials	0	13.0	Rm	R	m	90.143823	91.25405633333332	92.39405633333332
93.51405633333333	5.140000000000001	trials	0	14.0	Lp	L	p	95.09405633333333	96.19405633333334	97.544223
98.65405633333333	5.120199999999997	trials	0	15.0	Li	L	i	100.25425633333333	101.34425633333333	102.65425633333334
103.77425633333333	5.1591999999999985	trials	0	16.0	Rp	R	p	105.36425633333333	106.47325633333332	107.81325633333333
108.93345633333333	5.2006000000000085	trials	0	17.0	Lr	L	r	110.53362299999999	111.653623	113.00362299999999
114.13405633333333	4.969766666666658	trials	0	18.0	Ri	R	i	115.733623	116.833623	117.983823
119.10382299999999	5.009	trials	0	19.0	Lt	L	t	120.68382299999999	121.783823	122.994023
124.11282299999999	5.01023333333336	trials	0	20.0	Lm	L	m	125.702823	126.80282299999999	128.002823
129.12305633333332	5.100200000000001	trials	0	21.0	Rp	R	p	130.703023	131.803023	133.10305633333334
134.22325633333332	5.400000000000006	trials	0	22.0	Lr	L	r	135.80325633333334	136.92325633333334	138.50325633333333
139.62325633333333	5.119233333333312	trials	0	23.0	Ri	R	i	141.21225633333333	142.32225633333334	143.62225633333333
144.74248966666667	5.420133333333325	trials	0	24.0	Lt	L	t	146.322623	147.42248966666668	149.032623
150.162623	5.020200000000017	trials	0	25.0	Rt	R	t	151.76262300000002	152.862623	154.062623
155.182823	5.32480000000001	trials	0	26.0	Lm	L	m	156.762823	157.882823	159.381823
160.50762300000002	5.004199999999997	trials	0	27.0	Rm	R	m	162.10182300000002	163.19205633333334	164.40205633333335
165.51182300000002	5.070233333333334	trials	0	28.0	Lp	L	p	167.11205633333336	168.22205633333334	169.46198966666668
170.58205633333336	4.950199999999995	trials	0	29.0	Li	L	i	172.17225633333334	173.26225633333334	174.42225633333334
175.53225633333335	4.989366666666655	trials	0	30.0	Rr	R	r	177.13125633333334	178.24122300000002	179.40148966666666
180.521623	5.009999999999991	trials	0	31.0	Lt	L	t	182.1214896666667	183.22145633333335	184.421623
185.531623	5.210000000000008	trials	0	32.0	Lp	L	p	187.121623	188.22162300000002	189.621623
190.741623	4.989200000000011	trials	0	33.0	Rr	R	r	192.32182300000002	193.421623	194.63082300000002
195.73082300000002	5.240233333333322	trials	0	34.0	Lr	L	r	197.32082300000002	198.420823	199.86105633333335
200.97105633333334	5.349999999999994	trials	0	35.0	Li	L	i	202.601023	203.71105633333335	205.21105633333335
206.32105633333333	5.3992000000000075	trials	0	36.0	Ri	R	i	207.91105633333333	209.01125633333334	210.62125633333335
211.72025633333334	5.070233333333334	trials	0	37.0	Rp	R	p	213.31025633333334	214.42025633333336	215.680623
216.79048966666667	4.960133333333346	trials	0	38.0	Lm	L	m	218.390623	219.48045633333334	220.63048966666668
221.75062300000002	5.2099999999999795	trials	0	39.0	Rt	R	t	223.330623	224.450623	225.860823
226.960623	5.219200000000001	trials	0	40.0	Rm	R	m	228.549623	229.659623	231.049823
232.179823	5.190233333333339	trials	0	41.0	Rp	R	p	233.77982300000002	234.889823	236.229823
237.37005633333334	5.109966666666679	trials	0	42.0	Ri	R	i	238.97005633333333	240.07105633333333	241.370223
242.48002300000002	4.909233333333333	trials	0	43.0	Lm	L	m	244.070223	245.17005633333335	246.26905633333334
247.38925633333335	5.120366666666655	trials	0	44.0	Rr	R	r	248.98925633333334	250.08925633333334	251.38925633333335
252.509623	4.949833333333373	trials	0	45.0	Rm	R	m	254.08948966666668	255.19948966666666	256.3394896666667
257.4594563333333	5.200166666666689	trials	0	46.0	Rt	R	t	259.069623	260.179623	261.529623
262.659623	5.009199999999964	trials	0	47.0	Li	L	i	264.258623	265.36382299999997	266.578823
267.668823	5.070233333333363	trials	0	48.0	Lp	L	p	269.258823	270.378823	271.628823
272.73905633333334	5.17999999999995	trials	0	49.0	Lt	L	t	274.338823	275.448823	276.8292563333333
277.91905633333334	5.248999999999967	trials	0	50.0	Lr	L	r	279.5192563333333	280.61905633333333	282.07825633333334
353.3567223333333	256.683	epochs	1							
353.3567223333333	3.9500000000000455	trials	1	1.0	Lr	L	r	353.4765223333333	354.58668900000004	356.18672233333336
357.30672233333337	4.899999999999977	trials	1	2.0	Lt	L	t	358.89672233333334	359.99672233333337	361.0969556666667
362.20672233333335	5.120366666666655	trials	1	3.0	Rm	R	m	363.7969556666667	364.89695566666666	366.197089
367.327089	5.219000000000051	trials	1	4.0	Rr	R	r	368.916089	370.016089	371.43608900000004
372.546089	5.140199999999993	trials	1	5.0	Li	L	i	374.12608900000004	375.25608900000003	376.556289
