onset	duration	nwb_table	Run	TrialNumber	finger	hand	finger_type	cue_on_time	cue_off_time	go_on_time
53.895271666666666	257.42286666666666	epochs	0							
53.895271666666666	3.670033333333329	trials	0	1.0	Rm	R	m	54.065304999999995	55.17533833333333	56.41533833333333
57.565304999999995	5.3803999999999945	trials	0	2.0	Li	L	i	59.145538333333334	60.25533833333333	61.80457166666666
62.945705	5.390000000000008	trials	0	3.0	Rt	R	t	64.55587166666666	65.655705	67.195705
68.33570499999999	5.309200000000004	trials	0	4.0	Lt	L	t	69.935705	71.054705	72.554705
73.644905	5.219966666666664	trials	0	5.0	Ri	R	i	75.25487166666666	76.354905	77.754905
78.86487166666666	5.040266666666668	trials	0	6.0	Lr	L	r	80.464905	81.574905	82.77513833333333
83.90513833333333	5.219200000000001	trials	0	7.0	Lp	L	p	85.50513833333332	86.60513833333333	88.00513833333332
89.12433833333333	5.319999999999993	trials	0	8.0	Rr	R	r	90.75453833333333	91.864305	93.304305
94.44433833333332	5.36020000000002	trials	0	9.0	Rp	R	p	96.03433833333332	97.14433833333334	98.694705
99.80453833333334	5.010166666666663	trials	0	10.0	Lm	L	m	101.404705	102.49457166666667	103.694705
104.814705	5.019199999999984	trials	0	11.0	Lr	L	r	106.393705	107.493705	108.693705
109.83390499999999	5.27000000000001	trials	0	12.0	Rm	R	m	111.42390499999999	112.533905	113.973905
115.103905	5.110233333333326	trials	0	13.0	Rr	R	r	116.693905	117.803905	119.10407166666667
120.21413833333332	5.229200000000006	trials	0	14.0	Lp	L	p	121.82413833333334	122.91413833333333	124.33313833333332
125.44333833333333	5.120366666666669	trials	0	15.0	Lm	L	m	127.05333833333333	128.15333833333335	129.453305
130.563705	5.419833333333344	trials	0	16.0	Ri	R	i	132.16330499999998	133.27333833333333	134.883705
135.98353833333334	4.919166666666655	trials	0	17.0	Li	L	i	137.58353833333334	138.68357166666667	139.793905
140.902705	4.950199999999995	trials	0	18.0	Rp	R	p	142.492705	143.592705	144.752905
145.852905	5.120000000000033	trials	0	19.0	Rt	R	t	147.452905	148.562905	149.862905
150.972905	5.140233333333327	trials	0	20.0	Lt	L	t	152.562905	153.693105	154.992905
156.11313833333332	5.2590000000000146	trials	0	21.0	Li	L	i	157.72313833333334	158.83213833333332	160.232305
161.37213833333334	5.360199999999992	trials	0	22.0	Rp	R	p	162.96213833333331	164.06227166666667	165.61233833333333
166.73233833333333	5.060000000000002	trials	0	23.0	Rt	R	t	168.32257166666665	169.43230499999999	170.67253833333334
171.79233833333333	5.409366666666671	trials	0	24.0	Lt	L	t	173.39257166666667	174.51270499999998	176.071705
177.201705	5.1299999999999955	trials	0	25.0	Rr	R	r	178.801705	179.901705	181.201705
182.331705	5.0702	trials	0	26.0	Rm	R	m	183.931905	185.04190499999999	186.29190499999999
187.401905	5.050233333333324	trials	0	27.0	Lp	L	p	188.99213833333334	190.091905	191.331905
192.45213833333332	5.109000000000009	trials	0	28.0	Ri	R	i	194.03113833333333	195.141105	196.44113833333333
197.56113833333333	5.0201999999999884	trials	0	29.0	Lr	L	r	199.15113833333334	200.25133833333334	201.46133833333334
202.58133833333332	5.350000000000023	trials	0	30.0	Lm	L	m	204.17133833333332	205.27133833333332	206.82157166666667
207.93133833333334	4.999233333333308	trials	0	31.0	Rm	R	m	209.52153833333332	210.631705	211.830705
212.93057166666665	5.280133333333339	trials	0	32.0	Ri	R	i	214.550705	215.650705	217.09070499999999
218.210705	5.200199999999995	trials	0	33.0	Lp	L	p	219.790705	220.890705	222.300705
223.41090499999999	5.379000000000019	trials	0	34.0	Lt	L	t	225.010905	226.140905	227.680905
228.789905	5.220433333333318	trials	0	35.0	Lr	L	r	230.40013833333333	231.50013833333333	232.89030499999998
234.01033833333332	5.25	trials	0	36.0	Lm	L	m	235.61013833333334	236.720305	238.111705
239.26033833333332	5.200000000000017	trials	0	37.0	Rt	R	t	240.850305	241.960305	243.36057166666666
244.46033833333334	5.009566666666672	trials	0	38.0	Li	L	i	246.04953833333332	247.14933833333333	248.34957166666666
249.469905	5.309799999999996	trials	0	39.0	Rr	R	r	251.059705	252.169705	253.689705
254.779705	5.230199999999996	trials	0	40.0	Rp	R	p	256.369705	257.4698716666667	258.869905
260.009905	5.198999999999955	trials	0	41.0	Rp	R	p	261.59990500000004	262.709905	264.119105
265.20890499999996	5.330233333333354	trials	0	42.0	Li	L	i	266.818905	267.929105	269.4291383333333
270.5391383333333	5.330199999999991	trials	0	43.0	Lr	L	r	272.14933833333333	273.23913833333336	274.7393383333333
275.8693383333333	4.959000000000003	trials	0	44.0	Ri	R	i	277.45933833333333	278.559305	279.709305
280.82833833333336	5.400366666666628	trials	0	45.0	Rm	R	m	282.41990499999997	283.5085383333333	285.10857166666665
286.228705	4.960000000000036	trials	0	46.0	Rt	R	t	287.80870500000003	288.918705	290.05870500000003
291.188705	5.160199999999975	trials	0	47.0	Lp	L	p	292.778705	293.88870499999996	295.228705
296.348905	4.957299999999975	trials	0	48.0	Rr	R	r	297.928905	299.037905	300.177905
301.306205	5.001933333333341	trials	0	49.0	Lm	L	m	302.89790500000004	303.997905	305.20833833333336
306.3081383333333	5.009999999999991	trials	0	50.0	Lt	L	t	307.89813833333335	309.0081383333333	310.1981383333333
335.3156173333333	257.6329999999999	epochs	1							
